#2017-08-04#,H,1,system,8
#2017-08-06#,T,8,trump,1
#2017-08-06#,T,8,president,1
#2017-08-06#,T,8,georgiadirtroad,1
#2017-08-06#,T,8,#maga,2
#2017-08-06#,T,8,vs,1
#2017-08-06#,T,8,fox,1
#2017-08-06#,T,8,winning,1
#2017-08-06#,T,8,propaganda,1
#2017-08-06#,T,8,newsweek,1
#2017-08-06#,T,8,reporting,1
#2017-08-06#,T,8,time,1
#2017-08-07#,H,1,leaks,8
#2017-08-07#,H,1,address,8
#2017-08-07#,H,1,else,8
#2017-08-07#,H,1,upper,8
#2017-08-07#,H,1,class,8
#2017-08-07#,H,1,middle,8
#2017-08-07#,H,1,tillerson,8
#2017-08-07#,H,1,inconvenient,8
#2017-08-07#,H,1,illegal,8
#2017-08-07#,H,1,deadly,8
#2017-08-07#,H,1,crackdown,8
#2017-08-07#,H,1,difference,8
#2017-08-07#,H,1,drug,8
#2017-08-07#,H,1,afghanistan,1
#2017-08-07#,H,1,war,2
#2017-08-07#,H,2,leaks,8
#2017-08-07#,H,2,address,8
#2017-08-07#,H,2,crackdown,8
#2017-08-07#,H,2,illegal,8
#2017-08-07#,H,2,drug,8
#2017-08-07#,H,2,inconvenient,8
#2017-08-07#,H,2,difference,8
#2017-08-07#,H,2,tillerson,8
#2017-08-07#,H,2,deadly,8
#2017-08-07#,H,2,class,8
#2017-08-07#,H,2,middle,8
#2017-08-07#,H,2,else,8
#2017-08-07#,H,2,upper,8
#2017-08-07#,H,2,bars,1
